gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,30,1,2,1,0,1,0,1,2,0,0,0,1,91.04560260874874,2797.581404871415,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.59562470232028,79.59562470232028,1
0,0,0,0,2,1,1,1,0,0,0,0,2,0,0,1,1,86.25400939248009,187.11559553857194,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.94388327809797,143.91732825041714,1
0,0,0,0,53,1,2,1,1,0,0,0,2,2,0,1,2,101.73150467198846,5621.080189307379,1
0,0,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,80.05619817775721,795.490847464971,1
0,0,0,0,54,1,2,1,1,0,0,0,2,2,0,1,2,99.92599154832887,5619.029126398902,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,70.28957528744256,138.5720954552276,1
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,90.8151051903064,90.8151051903064,1
0,0,0,0,40,1,0,0,1,0,2,0,0,2,0,0,1,72.02768682705013,2796.781116806492,1
1,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,2,49.60613771343697,663.6377311050811,1
0,0,0,0,30,1,2,1,0,0,1,0,0,1,0,1,1,90.00646413790855,2806.8378959195534,1
1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,46.668671142694485,92.51199062231811,1
1,1,0,0,44,1,2,1,0,1,1,1,2,2,0,1,0,106.15072591699158,4697.493674805451,1
0,0,0,0,1,1,0,1,0,1,0,1,2,0,0,0,2,91.65262027445068,91.65262027445068,1
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,83.89451281335775,588.9373855645439,1
1,0,0,0,69,1,0,1,0,1,1,2,2,2,1,1,0,104.03795980919634,7259.146474779533,1
0,0,0,0,4,1,2,1,1,0,0,0,1,2,0,1,2,95.48050287214747,350.57039467749166,1
0,0,0,0,9,1,0,1,0,0,0,0,1,1,0,0,1,89.68130682764466,863.3175681931737,1
0,0,0,0,14,1,2,0,0,0,0,2,0,0,0,0,1,56.67030289992763,754.7012390071524,1
0,0,0,0,59,1,0,1,1,1,2,0,2,2,1,1,2,103.55962081569032,6139.75636553411,1
0,0,0,0,3,1,1,1,0,0,0,0,0,1,0,0,0,84.25632274691914,265.09683862654043,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.8767521205941,70.8767521205941,1
0,0,0,0,10,1,2,1,0,0,1,0,2,2,0,1,2,100.5978835348856,1060.2269093421687,1
0,0,0,1,32,1,2,1,0,1,0,0,0,0,0,1,2,82.96282852110696,2708.187321425736,1
0,0,0,0,36,1,0,1,0,0,1,1,0,2,0,1,2,87.20490711722886,3074.655233545195,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.7038481365783,70.7038481365783,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.13890893397274,20.13890893397274,1
0,0,0,0,10,1,0,1,1,0,0,0,0,0,0,1,2,73.70211819159249,793.0273869708645,1
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,0,2,95.64316646394367,95.64316646394367,1
0,0,0,0,30,1,2,1,0,2,0,0,0,2,0,1,2,93.01243911175428,2993.052495508073,1
0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,0,2,76.8197304424484,1096.0044878030435,1
0,0,0,0,9,1,1,1,0,0,0,0,2,1,0,1,2,94.79533227351027,890.2173259145719,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.27689574551935,45.27689574551935,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,81.36760404669812,81.36760404669812,1
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.49308815616874,1752.8534883940697,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,44.672505700607864,81.88523850119729,1
0,0,0,0,14,1,2,1,0,0,0,0,0,0,0,1,2,76.99737617230996,1130.2432628285114,1
0,1,1,0,47,1,2,1,0,0,2,0,2,1,0,1,2,99.63244575557756,4872.523966482811,1
1,0,0,0,41,1,2,1,0,2,0,0,2,2,0,1,2,103.02856897551513,4277.170963556948,1
1,0,0,0,45,1,2,1,0,1,0,0,1,1,0,0,1,93.65721095455702,4261.878241870654,1
0,0,0,0,46,1,2,1,0,0,0,0,1,1,0,1,2,92.11307272991124,4365.5770845006655,1
0,0,0,0,22,1,2,1,0,1,0,0,0,0,0,1,1,77.54058845849167,1682.252587499917,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.29041248932779,70.29041248932779,1
0,0,0,0,31,0,0,0,1,0,0,0,0,0,0,1,0,68.12543282861898,2070.5548525671593,1
0,0,1,1,39,1,2,1,0,0,0,0,2,1,0,1,1,94.59025707574266,3633.948482267561,1
1,1,0,0,66,1,2,1,0,2,2,2,2,2,1,0,1,110.85595524197275,7484.639441084521,1
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,45.805354682485465,81.20586451965035,1
1,0,0,0,23,1,2,1,0,1,0,0,0,0,0,1,2,81.49675405711766,1864.6361648447084,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.8942300161785,70.8942300161785,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,48.74753605065649,48.74753605065649,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,1,73.80672119587587,269.72683971174814,1
1,0,0,0,20,1,2,1,0,0,1,0,1,0,0,1,2,87.9041991058792,1762.3225532646197,1
0,0,0,0,10,1,2,1,0,0,0,0,0,1,0,0,1,83.73787123244209,830.7864344820103,1
0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.45,50.45,1
0,0,1,0,32,1,0,1,0,0,2,0,2,2,0,1,2,96.1460434107619,3037.107578191121,1
0,0,0,0,28,1,2,1,1,1,0,0,2,2,0,0,2,102.78584937543482,2854.2284848439026,1
0,1,0,0,27,1,1,1,0,0,0,0,0,0,0,1,2,84.60761074891828,2298.5817780956195,1
0,0,0,0,2,1,0,1,0,0,1,0,0,2,0,1,2,85.79725251914871,168.17912468085478,1
0,0,0,0,38,0,0,0,0,0,0,1,0,0,0,0,0,27.89447808949468,977.9142861771643,1
1,0,0,0,7,1,0,1,0,2,0,0,2,2,0,1,2,96.64229706778573,670.8319391960522,1
0,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,0,85.35,755.5894103806324,1
1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,84.77822899224736,3053.3586954521174,1
0,0,0,0,4,1,0,0,1,1,0,1,0,0,0,1,2,63.69884325450154,270.3552925299344,1
0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44.501793015962136,44.501793015962136,1
0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,0,2,75.77740019953892,1096.106048185686,1
0,0,0,0,65,1,1,1,0,2,0,0,2,0,0,1,2,95.94371330265088,6144.130789449525,1
1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.699689726868147,116.36399137188741,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.405900767742555,19.405900767742555,1
0,0,1,0,13,1,1,1,0,0,1,0,2,2,0,0,1,103.64412161964837,1355.194424767987,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.987081364372596,19.987081364372596,1
0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,3,51.95120018696759,238.68268303858306,1
0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,0,106.57809515735194,5786.917887212596,1
0,0,0,0,29,1,2,1,0,0,0,0,1,2,0,0,2,91.23155196200291,2732.935625428778,1
0,0,0,0,1,1,2,1,0,0,1,0,2,2,0,1,1,99.775631729588,99.775631729588,1
0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,1,82.76825559344165,394.2215771192225,1
0,0,0,0,14,1,1,1,0,2,0,0,2,2,0,1,1,100.07694653318693,1419.0897449068427,1
1,0,0,0,18,1,0,1,0,0,2,0,2,2,0,0,1,95.5622372106644,1778.8232182908507,1
0,1,0,0,24,1,2,1,0,0,0,0,2,1,0,1,2,92.44543786378576,2267.4641011482986,1
0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1,54.03271237538624,197.91706302586988,1
0,0,0,0,11,1,2,1,0,0,2,1,2,2,0,1,0,102.8446556656433,1132.2255021503058,1
1,0,0,0,67,1,2,1,2,2,2,2,2,2,1,1,1,114.11938298524068,7846.334133118321,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.22531528167751,70.22531528167751,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.0045695968813,79.0045695968813,1
0,0,1,0,28,1,0,1,1,0,1,0,1,2,0,0,1,98.16862773294633,2752.664436600217,1
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,2,79.95591991577795,306.1593775126343,1
0,0,0,0,16,1,0,1,0,1,1,0,0,2,0,1,1,94.00445213253813,1575.5854346856363,1
0,0,0,0,25,1,0,1,0,0,0,0,1,2,0,1,2,85.86180850834785,2232.9983459134587,1
1,0,0,0,10,0,0,0,0,0,1,0,2,0,0,0,2,44.57043230540474,466.0957444678045,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.146727119037028,25.146727119037028,1
0,0,0,0,14,0,1,0,0,0,0,1,0,0,0,1,2,31.238324892988807,440.48626859443743,1
0,0,0,0,20,1,2,1,0,0,0,0,0,1,0,1,1,85.52351966988168,1727.6221657272615,1
0,0,1,0,64,1,2,0,2,2,2,0,2,2,1,0,1,102.59024069712193,6444.718580646189,1
0,0,0,0,24,1,2,1,0,0,1,0,0,0,0,1,2,87.2194365753502,2127.8983945489326,1
0,1,0,0,36,1,2,1,0,0,0,0,2,0,0,1,2,87.78681582901636,3169.2468647818505,1
0,1,0,0,8,1,1,1,0,0,0,0,0,0,0,1,2,75.15631167530672,606.3924851979264,1
0,0,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,91.1878163264283,453.67539796107644,1
0,0,1,1,41,1,1,1,0,0,1,1,0,0,0,0,1,81.24392785181392,3304.6134718404724,1
0,1,0,0,24,1,2,1,0,2,1,0,1,2,0,1,1,99.39852457381402,2496.923363234351,1
1,0,0,0,21,1,0,0,0,2,0,1,0,0,0,1,1,57.5140649302683,1191.2229419860066,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.07641197847382,20.07641197847382,1
0,1,0,0,8,1,0,1,0,0,1,0,1,2,0,1,1,94.44051867656032,742.9401413104533,1
0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,1,2,85.42447771642837,85.42447771642837,1
0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,2,54.05802389485581,308.17844404300735,1
0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0,2,60.496825075030365,60.496825075030365,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.8668344645248,69.8668344645248,1
0,0,0,0,39,0,1,0,0,0,2,0,0,0,0,1,1,75.00794262059048,2842.047414487886,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,18.987665114809143,18.987665114809143,1
1,0,0,0,18,1,0,0,0,1,0,0,0,0,0,1,1,75.09812767568424,1424.6454872750799,1
0,0,1,0,63,1,2,1,0,1,2,0,2,2,0,1,1,105.32493149868932,6859.720808166546,1
0,0,0,0,34,1,1,1,0,0,0,0,1,1,0,0,0,84.53598356037007,2867.089597743841,1
0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,50.38875035360842,50.38875035360842,1
0,0,0,0,18,0,0,0,0,1,0,1,0,0,0,1,2,49.317957794856035,838.4902761591438,1
0,0,0,0,55,1,0,1,0,1,0,0,0,0,0,0,2,74.53850970482713,4092.688937908335,1
1,0,1,1,19,1,0,1,0,1,0,2,2,2,1,0,0,100.40511488397463,1883.06367896835,1
0,0,0,0,3,1,2,1,0,0,0,0,2,2,0,1,2,95.67829755776684,292.52544094294393,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.58515354430997,69.58515354430997,1
0,0,0,0,50,1,1,1,0,0,0,0,2,2,0,1,1,95.37204948250971,4813.441251163351,1
1,0,1,0,19,1,2,1,0,0,0,1,1,2,0,1,2,99.32374749539714,1875.360185038895,1
1,0,0,0,3,1,1,1,0,0,2,0,2,0,0,0,2,91.9632647367372,289.6431836015888,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,80.20576502021989,80.20576502021989,1
1,0,1,0,29,1,2,0,1,0,0,0,0,0,0,0,1,49.29606326653318,1336.1231991868874,1
1,0,1,1,56,1,2,0,1,2,2,0,0,2,0,0,0,87.87293590993374,4667.56151351784,1
1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.80108972838842,855.8314079523745,1
0,0,0,0,33,1,0,1,0,0,0,0,0,0,1,1,0,79.75301070671917,2598.2391381401562,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.65636421796066,45.65636421796066,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,68.40598201715444,134.58099846487903,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.03482484240609,20.03482484240609,1
0,0,0,0,8,1,2,1,0,0,2,0,2,1,0,0,2,100.70221193232132,779.8962791478097,1
1,0,0,0,34,1,2,1,0,0,1,0,2,2,0,1,1,101.08113422140146,3404.08077797956,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.00426428991642,25.00426428991642,1
1,0,1,0,69,1,0,1,2,2,2,1,2,2,1,1,0,109.8272717751072,7525.095482343398,1
0,0,0,0,14,1,2,1,0,1,0,0,0,0,0,1,2,81.83718068200517,1113.2916608834469,1
0,0,0,0,4,1,0,1,0,0,0,0,1,0,0,0,1,79.95280054080722,307.0938254168722,1
0,0,1,0,65,1,2,1,0,2,2,0,2,2,0,1,2,105.72004690325434,6983.933634154616,1
0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,78.19341502300655,160.0505131247137,1
0,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,85.80940299598751,168.21365655818119,1
0,0,0,0,10,1,1,1,0,0,0,0,2,0,0,1,0,85.78474259460911,833.6972017177397,1
0,0,0,0,40,1,2,1,0,0,0,0,2,0,0,1,1,88.30261612040424,3542.1969834482097,1
0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.53860962168196,235.34645989561335,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.53220675351957,70.53220675351957,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.205974466133366,20.205974466133366,1
0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.749168340302806,36.254885495107615,1
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.83303343542252,85.83303343542252,1
0,0,0,0,9,1,0,1,0,0,0,0,1,1,0,1,0,86.53311603068244,813.3637894842179,1
0,0,0,0,46,1,0,1,1,1,0,1,2,2,0,1,0,104.70541720685816,4822.376513155381,1
0,0,0,0,15,0,0,1,0,1,0,0,0,0,0,1,2,22.88656697346431,343.7616607772072,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,69.79539261813935,144.7315704725574,1
0,0,0,0,6,1,0,1,0,0,1,0,0,1,0,0,1,84.49051503340979,500.4080927617034,1
0,0,0,0,10,1,0,1,1,2,2,0,2,2,0,1,1,103.80452016797578,1078.1878061376065,1
0,0,0,0,2,1,0,1,0,0,0,1,2,2,0,1,2,93.99925859181405,167.5369786804553,1
0,0,0,0,11,1,2,1,0,0,0,0,2,1,0,1,2,93.2604290990064,1083.173076316852,1
0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,45.14082730179502,84.98446225847648,1
0,0,0,0,4,1,2,1,0,0,0,0,0,1,0,1,2,86.08902393599435,339.6720765770935,1
0,0,0,0,33,1,0,0,0,1,1,0,0,0,0,1,2,72.68381652747007,2355.822794612284,1
1,0,0,0,3,1,1,1,0,0,2,0,2,2,0,1,0,100.30858727517229,296.30275796256484,1
0,0,0,0,9,1,2,1,0,0,0,0,0,1,0,1,1,84.80947512271158,759.364578096349,1
0,0,1,0,40,1,0,1,1,0,2,1,1,1,0,1,1,101.29176572783113,4136.712059699917,1
0,0,0,0,30,1,2,1,0,0,2,0,0,2,0,1,0,96.61315298063715,2963.993435120541,1
0,0,0,0,12,1,2,1,0,2,0,0,1,0,0,1,0,87.72112940371993,1054.773395791875,1
0,0,1,0,44,0,0,0,0,2,0,1,0,0,0,0,1,54.1922535895127,2320.4760574322036,1
0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,1,2,78.90407952099041,150.3398697006709,1
0,0,1,0,59,1,2,1,0,0,1,0,2,2,0,1,0,99.47291131498288,5964.888546090251,1
0,0,1,1,34,1,2,1,1,0,2,0,1,1,1,1,2,100.3353006251456,3468.771520165559,1
0,0,0,0,10,1,1,1,0,0,0,0,2,0,0,1,1,85.49881790800474,833.2630197862294,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.744387146975,70.744387146975,1
0,0,0,0,33,1,1,1,0,0,1,1,1,1,0,1,1,95.86714129731283,3240.250182258168,1
0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,27.066215669346573,63.974698571083266,1
0,0,0,0,66,1,1,1,0,2,2,0,2,2,0,0,1,101.27728405284894,6653.0545645969,1
1,0,0,0,49,1,2,1,0,2,2,0,2,2,0,1,0,103.77346788019824,5027.287940029017,1
1,0,0,0,2,1,0,1,0,0,1,0,0,2,0,1,2,85.92070150940161,166.42801471738017,1
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,20.01688850542362,20.01688850542362,1
0,0,0,0,24,1,1,1,0,2,0,0,2,2,0,1,1,100.31265975065249,2435.919951695252,1
0,0,0,0,3,1,0,1,0,0,0,0,1,2,0,1,1,89.85498960664088,240.94388976419617,1
1,1,0,0,45,0,0,0,0,1,2,1,1,2,1,0,0,60.44551168739095,2811.7501360936135,1
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.20435465016858,94.20435465016858,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,18.89673145943921,18.89673145943921,1
1,0,0,0,10,1,2,1,0,1,0,0,0,0,0,1,0,86.97825349140379,897.5325567382179,1
1,0,1,0,6,1,1,1,0,0,0,0,0,0,0,1,2,73.39859075296228,442.4761725424706,1
0,0,0,0,45,0,0,1,0,0,0,1,0,0,0,0,0,24.214191234481625,1000.6801631969565,1
0,1,0,0,26,1,2,1,0,0,0,0,0,1,0,1,2,86.27399028821985,2288.3431788212074,1
1,0,1,0,67,1,2,1,0,1,2,0,2,2,0,0,1,102.04549600509054,7026.159191864357,1
0,0,0,0,2,1,0,1,0,0,0,0,1,2,0,1,2,88.76908902356267,168.75520373665952,1
0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1,2,85.00335661549367,85.00335661549367,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.73066128490089,70.73066128490089,1
0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,29.825592954993024,29.825592954993024,1
0,0,1,0,30,1,0,2,1,1,1,1,1,1,0,0,2,19.582788399401824,657.9335596185434,1
0,1,0,0,20,1,2,1,0,0,1,0,2,0,0,0,2,91.7068931718496,1956.9802375824866,1
0,1,0,0,12,1,0,1,0,0,1,0,0,0,0,1,2,74.52578460242086,940.7116224933083,1
1,0,1,0,71,1,2,1,0,2,2,1,2,2,2,1,0,107.3656005842865,7706.4724233982315,1
1,0,0,0,17,1,0,1,1,0,1,0,1,0,0,1,1,88.25650045948088,1537.0957362401077,1
0,0,0,0,6,1,1,1,0,0,0,0,2,0,0,1,2,86.73839234469233,581.7689301429435,1
0,0,0,0,34,1,2,1,1,2,2,0,2,2,0,1,2,109.75858955590924,3586.793884963638,1
0,0,1,0,69,1,2,1,1,2,2,2,2,2,1,1,2,111.40597801530157,7969.495584542683,1
0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,74.8685686723067,74.8685686723067,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.70599280499039,70.70599280499039,1
1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,46.81692818236539,222.7955774248247,1
0,0,0,0,62,1,2,1,1,1,2,0,2,0,0,1,2,100.6629083008856,6215.467039092382,1
0,0,0,0,25,1,0,0,1,1,1,0,0,2,0,1,0,81.0925350430471,1972.0664660980276,1
0,0,1,1,58,1,1,1,1,2,0,0,0,1,0,0,0,92.45475629858159,5442.467484851121,1
1,0,0,0,22,1,2,1,1,0,0,0,2,1,0,1,0,98.4160386944269,2310.9718066278756,1
0,0,0,0,10,1,2,1,0,1,0,0,0,0,0,1,1,78.07483658510384,821.7487603510671,1
1,0,1,1,22,1,1,1,0,1,1,0,2,2,0,0,2,98.3919071125835,2166.8119370089394,1
0,0,0,0,56,1,0,1,0,0,2,0,2,2,1,0,2,96.91268769244404,5462.721432068449,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.43184810606424,45.43184810606424,1
1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,0,2,84.63984610986513,852.6357747680777,1
0,0,0,0,7,1,0,1,0,1,0,1,1,0,0,1,2,87.32781848271344,607.816738195953,1
0,0,1,0,21,0,0,0,2,0,1,0,1,1,0,1,2,55.6088230248774,1156.201931518981,1
0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,2,79.38310389456272,147.78280992062452,1
1,1,0,0,20,1,2,1,0,0,0,0,2,1,0,1,1,93.61342588201818,1902.1822189115805,1
0,0,0,0,6,1,0,1,0,0,2,0,0,1,0,0,1,83.35796796243386,497.50973476292364,1
0,0,1,1,34,1,1,1,0,0,1,1,2,1,0,1,2,96.62486176152478,3252.9929814121574,1
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.15364469927825,79.15364469927825,1
0,0,0,0,28,1,2,1,0,2,1,0,2,2,0,1,2,105.48123369504628,2979.0569982324687,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.505274395216222,20.505274395216222,1
0,0,0,0,4,1,0,0,1,1,0,1,0,0,0,0,2,62.058358917915584,273.6176476423553,1
1,0,0,0,69,1,2,1,1,0,0,2,2,2,2,1,0,104.51907892796348,7258.1780275108895,1
0,0,0,0,8,1,1,1,0,0,0,0,0,1,0,0,0,84.52031811398552,662.9096203453706,1
0,0,0,0,3,1,0,1,0,0,0,1,2,0,0,0,2,81.86376552478546,267.4875799774286,1
0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,48.81060881287827,48.81060881287827,1
1,0,0,0,14,1,2,1,0,0,0,0,0,1,0,1,1,82.27662827744214,1137.8092356046068,1
1,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,0,59.16762860943054,92.77880700639115,1
0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.1256591432805,330.33563977642143,1
1,0,0,0,41,1,2,1,0,0,1,0,2,2,0,1,2,99.1185256226158,4198.43806863641,1
0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,1,74.08342451134892,911.9936621330264,1
1,0,1,0,20,1,0,1,0,0,0,0,0,0,0,1,2,71.82309742799315,1467.7532575504536,1
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.28310667304359,74.28310667304359,1
1,0,0,0,68,1,2,0,2,1,2,1,0,2,1,1,1,78.94708649872945,5336.555632959189,1
0,0,0,0,9,1,1,1,0,0,0,0,0,2,0,1,2,82.86817434330678,802.2604197153681,1
0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,2,45.08185756493709,176.97762774071776,1
1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,94.99055586423974,94.99055586423974,1
0,0,0,0,43,1,2,1,0,1,0,0,2,2,0,1,2,102.83543494002089,4529.377083926199,1
0,0,1,0,26,0,0,0,0,1,0,0,0,2,0,0,2,83.9702683495848,2170.2423952528766,1
0,1,0,0,35,1,1,1,0,0,0,0,1,1,0,1,2,94.71981674266765,3473.176174134668,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,44.56626777484385,80.64445023043722,1
1,0,0,0,22,1,2,1,0,0,0,0,0,1,0,1,2,83.16384192429715,1868.8296642219434,1
0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,1,2,79.46409101789394,79.46409101789394,1
0,1,0,0,26,1,2,1,0,0,0,0,0,1,0,1,2,86.36230263045361,2284.512024294268,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,72.92308168069049,211.7015516639161,1
1,0,0,0,42,1,2,1,0,0,1,1,1,2,0,0,0,99.74229000121736,4142.361592204701,1
1,0,0,0,11,1,0,0,0,0,0,1,1,0,0,1,2,64.7165768657247,733.6806115452786,1
0,0,0,0,31,1,0,0,0,1,0,1,0,0,0,1,1,46.490512033411896,1190.5066538839392,1
0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,2,25.521030544684194,298.14996745738586,1
0,0,0,0,29,1,2,1,0,1,0,0,2,2,0,1,2,99.65933266011932,2990.272106097984,1
1,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,2,49.25,90.40651865665352,1
1,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,95.49798876271015,929.7365533207585,1
0,0,0,0,15,1,0,1,0,1,1,0,1,2,0,1,2,93.57697808506923,1454.5061662139647,1
1,0,0,0,16,1,2,1,0,0,0,1,0,1,0,1,1,88.31752672342604,1448.887757358654,1
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.9467359550818,73.9467359550818,1
0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,2,24.63248495194849,98.42687077282278,1
0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,29.488945387354143,59.012538373115596,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.82312906789189,24.82312906789189,1
1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,54.90383147027305,54.90383147027305,1
0,0,0,0,9,1,0,0,0,0,0,0,0,2,0,1,2,78.08919151037603,708.8905331583887,1
0,0,0,0,2,1,0,1,0,1,0,0,1,0,0,1,1,86.68900508406894,181.29944807847173,1
0,0,0,0,25,0,1,1,0,0,0,0,0,0,1,0,1,24.78485289973901,694.1662790559557,1
0,0,0,0,7,1,0,1,0,0,1,0,1,2,0,0,1,95.17609450246191,660.9280492737964,1
0,0,0,0,4,1,2,1,0,1,0,0,0,0,0,0,2,78.3011092736169,330.2224953537365,1
0,0,0,0,13,1,0,1,0,0,2,0,0,0,0,0,2,78.5355331135738,1027.38254743569,1
0,0,0,0,41,1,2,1,0,0,1,0,2,2,0,1,2,96.73349486081793,4187.1746589400445,1
0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,2,21.087364426982386,76.59711672688057,1
0,0,0,0,35,1,0,1,0,0,1,0,2,0,0,1,2,85.56195142856005,3030.1246714285844,1
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,2,85.05394663303522,85.05394663303522,1
0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.53931546504781,35.53931546504781,1
0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,1,49.224776935524915,90.44458649178155,1
0,0,0,0,59,1,2,1,0,0,0,0,1,1,0,1,1,89.96114697419134,5259.020603037419,1
